"Species","CLIMATE","REALM","TAXA","StudyMethod","ABUNDANCE_TYPE","BIOMASS_TYPE","ObsEventID","rarefyID","STUDY_ID","YEAR","PLOT","cell","Abundance","Biomass"
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_706960__2009","172_706960",172,2009,"",706960,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693813__2000","172_693813",172,2000,"",693813,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_705500__2000","172_705500",172,2000,"",705500,60,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694544__2000","172_694544",172,2000,"",694544,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693813__2000","172_693813",172,2000,"",693813,6,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,3,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693086__2000","172_693086",172,2000,"",693086,5,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692357__2000","172_692357",172,2000,"",692357,8,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_713525__2009","172_713525",172,2009,"",713525,85,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_712798__2009","172_712798",172,2009,"",712798,5,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695277__2000","172_695277",172,2000,"",695277,5,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694547__2000","172_694547",172,2000,"",694547,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694545__2000","172_694545",172,2000,"",694545,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694545__2000","172_694545",172,2000,"",694545,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693815__2000","172_693815",172,2000,"",693815,60,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_707692__2000","172_707692",172,2000,"",707692,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_706960__2000","172_706960",172,2000,"",706960,9,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_706960__2000","172_706960",172,2000,"",706960,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_707692__2000","172_707692",172,2000,"",707692,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_706230__2000","172_706230",172,2000,"",706230,8,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_706962__2000","172_706962",172,2000,"",706962,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_706230__2000","172_706230",172,2000,"",706230,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695276__2000","172_695276",172,2000,"",695276,8,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692357__2000","172_692357",172,2000,"",692357,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_706231__2000","172_706231",172,2000,"",706231,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_706965__2000","172_706965",172,2000,"",706965,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,9,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693814__2004","172_693814",172,2004,"",693814,9,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692363__2004","172_692363",172,2004,"",692363,6,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694544__2008","172_694544",172,2008,"",694544,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694544__2008","172_694544",172,2008,"",694544,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694547__2003","172_694547",172,2003,"",694547,85,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694547__2003","172_694547",172,2003,"",694547,10,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693815__2000","172_693815",172,2000,"",693815,2,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,6,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692356__2000","172_692356",172,2000,"",692356,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695281__2001","172_695281",172,2001,"",695281,60,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_714256__2009","172_714256",172,2009,"",714256,5,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693815__2000","172_693815",172,2000,"",693815,85,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693814__2000","172_693814",172,2000,"",693814,8,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693815__2000","172_693815",172,2000,"",693815,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693085__2000","172_693085",172,2000,"",693085,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693085__2000","172_693085",172,2000,"",693085,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692355__2000","172_692355",172,2000,"",692355,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,2,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,2,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_688711__2003","172_688711",172,2003,"",688711,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694547__2004","172_694547",172,2004,"",694547,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695280__2004","172_695280",172,2004,"",695280,1,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693819__2004","172_693819",172,2004,"",693819,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693819__2004","172_693819",172,2004,"",693819,100,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692361__2004","172_692361",172,2004,"",692361,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694547__2000","172_694547",172,2000,"",694547,2,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695281__2001","172_695281",172,2001,"",695281,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,10,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_688706__2008","172_688706",172,2008,"",688706,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_688706__2008","172_688706",172,2008,"",688706,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_688706__2008","172_688706",172,2008,"",688706,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_688707__2008","172_688707",172,2008,"",688707,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692357__2000","172_692357",172,2000,"",692357,2,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692353__2001","172_692353",172,2001,"",692353,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_691622__2001","172_691622",172,2001,"",691622,3,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_679206__2004","172_679206",172,2004,"",679206,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694547__2005","172_694547",172,2005,"",694547,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693817__2005","172_693817",172,2005,"",693817,5,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_712797__2008","172_712797",172,2008,"",712797,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695277__2000","172_695277",172,2000,"",695277,100,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695277__2000","172_695277",172,2000,"",695277,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694548__2000","172_694548",172,2000,"",694548,4,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,60,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,10,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692357__2000","172_692357",172,2000,"",692357,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693086__2000","172_693086",172,2000,"",693086,60,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693086__2000","172_693086",172,2000,"",693086,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693811__2004","172_693811",172,2004,"",693811,1,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_714986__2009","172_714986",172,2009,"",714986,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_714256__2009","172_714256",172,2009,"",714256,4,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_714258__2009","172_714258",172,2009,"",714258,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_714258__2009","172_714258",172,2009,"",714258,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_706962__2000","172_706962",172,2000,"",706962,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_704039__2000","172_704039",172,2000,"",704039,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693815__2000","172_693815",172,2000,"",693815,3,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693815__2001","172_693815",172,2001,"",693815,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693815__2002","172_693815",172,2002,"",693815,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693087__2002","172_693087",172,2002,"",693087,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_696002__2004","172_696002",172,2004,"",696002,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692356__2000","172_692356",172,2000,"",692356,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_707692__2000","172_707692",172,2000,"",707692,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_707693__2000","172_707693",172,2000,"",707693,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_707693__2000","172_707693",172,2000,"",707693,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693087__2000","172_693087",172,2000,"",693087,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692357__2000","172_692357",172,2000,"",692357,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_707692__2000","172_707692",172,2000,"",707692,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692350__2005","172_692350",172,2005,"",692350,5,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692350__2005","172_692350",172,2005,"",692350,10,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694553__2005","172_694553",172,2005,"",694553,40,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694543__2001","172_694543",172,2001,"",694543,5,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693087__2002","172_693087",172,2002,"",693087,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693087__2002","172_693087",172,2002,"",693087,1,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692356__2002","172_692356",172,2002,"",692356,10,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692356__2002","172_692356",172,2002,"",692356,6,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692356__2002","172_692356",172,2002,"",692356,10,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695992__2003","172_695992",172,2003,"",695992,1,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695276__2004","172_695276",172,2004,"",695276,5,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_690896__2008","172_690896",172,2008,"",690896,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_706960__2009","172_706960",172,2009,"",706960,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695275__2000","172_695275",172,2000,"",695275,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693815__2000","172_693815",172,2000,"",693815,100,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693815__2000","172_693815",172,2000,"",693815,85,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_696011__2004","172_696011",172,2004,"",696011,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693814__2005","172_693814",172,2005,"",693814,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693814__2005","172_693814",172,2005,"",693814,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695271__2004","172_695271",172,2004,"",695271,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695273__2004","172_695273",172,2004,"",695273,100,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695275__2004","172_695275",172,2004,"",695275,100,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695275__2004","172_695275",172,2004,"",695275,85,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695275__2004","172_695275",172,2004,"",695275,60,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695275__2004","172_695275",172,2004,"",695275,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_695275__2004","172_695275",172,2004,"",695275,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692358__2004","172_692358",172,2004,"",692358,1,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_685047__2004","172_685047",172,2004,"",685047,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_714258__2008","172_714258",172,2008,"",714258,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_714256__2009","172_714256",172,2009,"",714256,60,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693814__2000","172_693814",172,2000,"",693814,8,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_694547__2000","172_694547",172,2000,"",694547,2,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693817__2000","172_693817",172,2000,"",693817,8,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693085__2000","172_693085",172,2000,"",693085,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692355__2000","172_692355",172,2000,"",692355,6,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_692356__2000","172_692356",172,2000,"",692356,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693815__2002","172_693815",172,2002,"",693815,6,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693087__2002","172_693087",172,2002,"",693087,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_691630__2002","172_691630",172,2002,"",691630,60,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_690901__2002","172_690901",172,2002,"",690901,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693811__2004","172_693811",172,2004,"",693811,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693080__2004","172_693080",172,2004,"",693080,1,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_707693__2000","172_707693",172,2000,"",707693,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_707692__2000","172_707692",172,2000,"",707692,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_705500__2000","172_705500",172,2000,"",705500,20,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_697453__2000","172_697453",172,2000,"",697453,3,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_693818__2000","172_693818",172,2000,"",693818,9,0
"ITIS:552460","Temperate","Marine","All","ML","Count","","172_714256__2009","172_714256",172,2009,"",714256,85,0
